OBJECTID,County,Acres,Install Type,Urban or Rural,Combined Class,Distance to Substation (Miles) GTET 100 Max Voltage,Percentile (GTET 100 Max Voltage),Substation Name GTET 100 Max Voltage,HIFLD ID (GTET 100 Max Voltage),Distance to Substation (Miles) GTET 200 Max Voltage,Percentile (GTET 200 Max Voltage),Substation Name GTET 200 Max Voltage,HIFLD ID (GTET 200 Max Voltage),Distance to Substation (Miles) CAISO,Percentile (CAISO),Substation CASIO Name,HIFLD ID (CAISO),Solar Technoeconomic Intersection,Shape__Area,Shape__Length
1132,Kern County,3.73345972957769,Rooftop,Urban,Rooftop - Urban,1.21310572826129,0 to 25th,Columbus,306049,2.41625321102054,0 to 25th,Bakersfield,303106,1.21310572826129,0 to 25th,Columbus,306049,Within,15108.8315200806,563.855238646962
1133,Kern County,6.05896269724673,Ground,Rural,Ground - Rural,5.1625163510472,50th to 75th,Tupman,307333,10.500174376993,50th to 75th,Renfro,304036,5.1625163510472,50th to 75th,Tupman,307333,Outside,24519.8447523117,704.224026356409
1134,Kern County,2.27537857070095,Rooftop,Urban,Rooftop - Urban,0.865609554158594,0 to 25th,Columbus,306049,2.79831282872179,0 to 25th,Bakersfield,303106,0.865609554158594,0 to 25th,Columbus,306049,Within,9208.16835021973,393.064879831626
1135,Kern County,0.847186459367412,Parking,Urban,Parking - Urban,0.645743637744315,0 to 25th,Columbus,306049,3.04475745553525,0 to 25th,Bakersfield,303106,0.645743637744315,0 to 25th,Columbus,306049,Within,3428.45611381531,231.214789303544
1136,Kern County,0.454177271197241,Parking,Urban,Parking - Urban,0.709427132238162,0 to 25th,Columbus,306049,2.97932879419222,0 to 25th,Bakersfield,303106,0.709427132238162,0 to 25th,Columbus,306049,Within,1837.9974822998,184.634141178303
1137,Kern County,3.10116970014216,Ground,Urban,Ground - Urban,0.436839424572274,0 to 25th,Columbus,306049,4.05638623108533,25th to 50th,Bakersfield,303106,0.436839424572274,0 to 25th,Columbus,306049,Within,12550.0372562408,477.602671932851
1138,Kern County,0.459825130004796,Parking,Urban,Parking - Urban,1.33188795239327,0 to 25th,Bakersfield,303106,1.33188795239327,0 to 25th,Bakersfield,303106,1.33188795239327,0 to 25th,Bakersfield,303106,Within,1860.85297393799,387.020339623402
1139,Kern County,1.66529828035144,Rooftop,Urban,Rooftop - Urban,1.36399757581002,0 to 25th,Bakersfield,303106,1.36399757581002,0 to 25th,Bakersfield,303106,1.36399757581002,0 to 25th,Bakersfield,303106,Within,6739.24977111816,369.011237467239
1140,Kern County,0.12290178447893,Parking,Urban,Parking - Urban,1.3054921244216,0 to 25th,Columbus,306049,4.99679459599613,25th to 50th,Bakersfield,303106,1.3054921244216,0 to 25th,Columbus,306049,Within,497.367965698242,111.978240179324
1141,Kern County,1.25739047310561,Parking,Urban,Parking - Urban,1.33593045057953,0 to 25th,Columbus,306049,5.03391290369839,25th to 50th,Bakersfield,303106,1.33593045057953,0 to 25th,Columbus,306049,Within,5088.50148391724,303.738162205977
1142,Kern County,3.54479629870471,Parking,Urban,Parking - Urban,1.23452648586688,0 to 25th,Kern Power,306334,1.23452648586688,0 to 25th,Kern Power,306334,1.23452648586688,0 to 25th,Kern Power,306334,Within,14345.2988128662,512.532204241627
1143,Kern County,2.69210150165297,Parking,Urban,Parking - Urban,0.261389843892023,0 to 25th,Columbus,306049,3.98608839813064,25th to 50th,Bakersfield,303106,0.261389843892023,0 to 25th,Columbus,306049,Within,10894.5289745331,678.1734357275
1144,Kern County,0.695973589241908,Parking,Urban,Parking - Urban,0.127839093947787,0 to 25th,Columbus,306049,3.81715030145151,25th to 50th,Bakersfield,303106,0.127839093947787,0 to 25th,Columbus,306049,Within,2816.51698493958,214.22892338262
1145,Kern County,0.809419562887332,Parking,Urban,Parking - Urban,0.485559921074052,0 to 25th,Columbus,306049,4.21015068700908,25th to 50th,Bakersfield,303106,0.485559921074052,0 to 25th,Columbus,306049,Within,3275.61659622192,275.742784413969
1146,Kern County,3.08398043818024,Parking,Urban,Parking - Urban,0.879705648957465,0 to 25th,Bakersfield,303106,0.879705648957465,0 to 25th,Bakersfield,303106,0.879705648957465,0 to 25th,Bakersfield,303106,Within,12480.5186862946,758.016293470116
1147,Kern County,0.932020041505677,Parking,Urban,Parking - Urban,0.215663106925202,0 to 25th,Columbus,306049,3.84060147662429,25th to 50th,Bakersfield,303106,0.215663106925202,0 to 25th,Columbus,306049,Within,3771.77283096313,392.797134209786
1148,Kern County,2.45821286436854,Ground,Urban,Ground - Urban,1.74580640378765,25th to 50th,Witco Refinery,303621,2.18477471391139,0 to 25th,Bakersfield,303106,1.92371539208918,0 to 25th,West Park,308607,Within,9948.07653808594,466.894247864112
1149,Kern County,3.29280920066046,Ground,Urban,Ground - Urban,1.66158094788247,25th to 50th,Witco Refinery,303621,2.12905804906755,0 to 25th,Bakersfield,303106,1.9473641777989,0 to 25th,West Park,308607,Within,13325.6231117249,574.8924184597
1150,Kern County,2.59667929699768,Parking,Urban,Parking - Urban,1.87222734223036,25th to 50th,Rosedale,,2.12648993822888,0 to 25th,Kern Power,306334,1.87222734223036,0 to 25th,Rosedale,,Within,10508.4350509644,453.884392227504
1151,Kern County,0.859251495959343,Ground,Rural,Ground - Rural,5.62561101132908,50th to 75th,Rio Bravo,308428,10.5601910788102,50th to 75th,Renfro,304036,5.62561101132908,50th to 75th,Rio Bravo,308428,Outside,3477.28058719635,237.880312126259
1152,Kern County,2.13376467073611,Parking,Urban,Parking - Urban,1.96789579155452,25th to 50th,Rosedale,,2.19406989559479,0 to 25th,Kern Power,306334,1.96789579155452,0 to 25th,Rosedale,,Within,8635.07473182678,376.224014799691
1153,Kern County,6.4202627152373,Ground,Rural,Ground - Rural,2.53393677627245,25th to 50th,Rio Bravo,308428,6.5081707316474,50th to 75th,Renfro,304036,2.53393677627245,0 to 25th,Rio Bravo,308428,Outside,25981.9860095978,660.868901715059
1154,Kern County,6.82335915613983,Parking,Urban,Parking - Urban,1.14123640524298,0 to 25th,Discovery,300808,2.58689936536855,0 to 25th,Bakersfield,303106,1.79519105081868,0 to 25th,Columbus,306049,Within,27613.2620830536,654.397178152832
1155,Kern County,10.7457405388729,Ground,Rural,Ground - Rural,6.85175950515242,75th to 100th,Rio Bravo,308428,12.1258301872613,75th to 100th,Renfro,304036,4.05238562452472,25th to 50th,Midway,300895,Outside,43486.6332597733,1024.31975837965
1156,Kern County,1.3963078049111,Ground,Rural,Ground - Rural,6.61071255771682,75th to 100th,Belridge 1A,303489,20.5010859010674,75th to 100th,Renfro,304036,4.20181399526238,25th to 50th,Midway,300895,Outside,5650.67975139618,328.415305549184
1157,Kern County,1.69340540000335,Ground,Rural,Ground - Rural,2.03578773176866,25th to 50th,Rio Bravo,308428,6.7430225130398,50th to 75th,Renfro,304036,2.03578773176866,0 to 25th,Rio Bravo,308428,Outside,6852.99630355835,331.405491890346
1158,Kern County,6.19669092550128,Ground,Rural,Ground - Rural,4.81055608968626,50th to 75th,Rio Bravo,308428,10.1762257887153,50th to 75th,Renfro,304036,4.81055608968626,25th to 50th,Rio Bravo,308428,Outside,25077.2189731598,643.735145017817
1159,Kern County,4.35910217689267,Parking,Urban,Parking - Urban,1.74474243009122,25th to 50th,Unknown,301337,2.24922060080418,0 to 25th,Renfro,304036,1.73053374688558,0 to 25th,7th Standard,305631,Within,17640.7283115387,581.506769776334
1160,Kern County,1.6762578323924,Ground,Rural,Ground - Rural,5.71604709058792,50th to 75th,Rio Bravo,308428,11.2076884299479,50th to 75th,Renfro,304036,5.30899140927287,50th to 75th,Midway,300895,Outside,6783.60226154327,427.556251396833
1161,Kern County,1.83946108827654,Ground,Rural,Ground - Rural,1.73880637295056,25th to 50th,Unknown,308112,3.33872660870022,25th to 50th,Kern Power,306334,2.79835693332223,25th to 50th,Kern Oil,303990,Within,7444.09313011169,412.280615785055
1162,Kern County,4.15150904994079,Ground,Urban,Ground - Urban,5.2114298774535,50th to 75th,Bear Mt. Limited,302000,9.90267854190548,50th to 75th,Bakersfield,303106,3.719392115632,25th to 50th,Cal Water,301119,Outside,16800.6321601868,651.99508189269
1163,Kern County,0.83479536953958,Ground,Urban,Ground - Urban,5.11107407244457,50th to 75th,Bear Mt. Limited,302000,9.81923426827264,50th to 75th,Bakersfield,303106,3.61681448327391,25th to 50th,Cal Water,301119,Outside,3378.3145236969,257.221466325916
1164,Kern County,479.733928597917,Ground,Rural,Ground - Rural,1.11298951707474,0 to 25th,Unknown,305149,23.6466032171176,75th to 100th,Solar,304105,3.64894393279021,25th to 50th,Temblor,308923,Outside,1941422.04318047,6435.77536626624
1165,Kern County,5.40938726126811,Ground,Rural,Ground - Rural,5.45502279980043,50th to 75th,Ganso,302966,14.2389098463557,75th to 100th,Renfro,304036,2.67755099353358,25th to 50th,Midway,300895,Outside,21891.1133365631,594.083483213307
1166,Kern County,1.3009551101575,Rooftop,Rural,Rooftop - Rural,1.34186944696047,0 to 25th,Unknown,308112,3.69667486182519,25th to 50th,Kern Power,306334,2.64543074504201,0 to 25th,Kern Oil,303990,Within,5264.8000869751,380.493267695859
1167,Kern County,2.59486327709696,Parking,Urban,Parking - Urban,0.697567489945571,0 to 25th,Unknown,302452,2.9985363528942,0 to 25th,Bakersfield,303106,0.914496587625842,0 to 25th,Kern Oil,303990,Within,10501.0761890411,426.053501435934
1168,Kern County,1.16484424429743,Rooftop,Rural,Rooftop - Rural,1.31161523591095,0 to 25th,Unknown,308112,3.73700063760433,25th to 50th,Kern Power,306334,2.63133962423111,0 to 25th,Kern Oil,303990,Within,4713.99448013306,356.495708426052
1169,Kern County,0.383226821320203,Rooftop,Rural,Rooftop - Rural,1.29398919347444,0 to 25th,Unknown,308112,3.75961987814083,25th to 50th,Kern Power,306334,2.63381888060127,0 to 25th,Kern Oil,303990,Within,1550.85446548462,300.519072906674
1170,Kern County,0.856251585896865,Rooftop,Rural,Rooftop - Rural,1.30008998143209,0 to 25th,Unknown,308112,3.79843372994235,25th to 50th,Kern Power,306334,2.61321649376627,0 to 25th,Kern Oil,303990,Within,3465.14073944092,243.046232166724
1171,Kern County,1.48058084322628,Ground,Urban,Ground - Urban,6.44816922484946,75th to 100th,Bear Mt. Limited,302000,11.1544235279465,50th to 75th,Bakersfield,303106,4.95187684648857,25th to 50th,Cal Water,301119,Within,5991.73117256165,326.174851288333
1172,Kern County,0.679697100158261,Parking,Rural,Parking - Rural,1.22720678811348,0 to 25th,Unknown,308112,3.78084782719326,25th to 50th,Kern Power,306334,2.64928411066656,0 to 25th,Kern Oil,303990,Within,2750.64644622803,399.558887705592
1173,Kern County,0.708955750788014,Parking,Urban,Parking - Urban,0.6993368918227,0 to 25th,Unknown,302452,3.17030990320096,25th to 50th,Bakersfield,303106,0.738912826108072,0 to 25th,Kern Oil,303990,Within,2869.05530357361,217.762699564234
1174,Kern County,1.59112847652049,Ground,Rural,Ground - Rural,2.45153710512559,25th to 50th,Rio Bravo,308428,8.49607017558315,50th to 75th,Renfro,304036,2.45153710512559,0 to 25th,Rio Bravo,308428,Outside,6439.09408950806,389.093932843463
1175,Kern County,1.54571872191171,Ground,Rural,Ground - Rural,5.98181032626376,50th to 75th,Ganso,302966,20.2494622509417,75th to 100th,Renfro,304036,4.28299188843279,25th to 50th,Midway,300895,Outside,6255.32628917694,339.913612430874
1176,Kern County,1.2596996184253,Ground,Rural,Ground - Rural,4.63932980569677,50th to 75th,Ganso,302966,17.4740695819029,75th to 100th,Renfro,304036,2.34342451790301,0 to 25th,Midway,300895,Outside,5097.84380340576,285.974432822803
1177,Kern County,3.74405307205633,Ground,Rural,Ground - Rural,4.51157566770197,50th to 75th,Rio Bravo,308428,10.5141499350499,50th to 75th,Renfro,304036,4.51157566770197,25th to 50th,Rio Bravo,308428,Outside,15151.7075424194,548.80737279322
1178,Kern County,1.85008123587853,Ground,Rural,Ground - Rural,2.76028412125578,25th to 50th,Rio Bravo,308428,8.95430546754875,50th to 75th,Renfro,304036,2.76028412125578,25th to 50th,Rio Bravo,308428,Outside,7487.04249191284,377.149125262561
1179,Kern County,7.93890727253576,Ground,Rural,Ground - Rural,1.30363090331617,0 to 25th,Unknown,308112,4.59779933980006,25th to 50th,Kern Power,306334,2.0426206793088,0 to 25th,Kern Oil,303990,Within,32127.8063468933,719.872318631664
1180,Kern County,1.49448017046172,Ground,Rural,Ground - Rural,4.58874926405669,50th to 75th,Ganso,302966,18.3143954105803,75th to 100th,Renfro,304036,2.99917788542016,25th to 50th,Midway,300895,Outside,6047.97084140778,314.684969964374
1181,Kern County,1.69375142222341,Ground,Rural,Ground - Rural,5.2649170875653,50th to 75th,Rio Bravo,308428,11.3381225971276,50th to 75th,Renfro,304036,5.2649170875653,50th to 75th,Rio Bravo,308428,Within,6854.39493179321,445.031818288911
1182,Kern County,4.27870552200206,Ground,Rural,Ground - Rural,0.542651588577192,0 to 25th,Unknown,308112,4.24694021427437,25th to 50th,Kern Power,306334,2.07114912433377,0 to 25th,7th Standard,305631,Within,17315.4135417938,551.17667713358
1183,Kern County,1.02173693270395,Ground,Rural,Ground - Rural,0.548777093659136,0 to 25th,Unknown,308112,4.31353455125897,25th to 50th,Kern Power,306334,2.14061146096847,0 to 25th,7th Standard,305631,Within,4134.82769966125,283.017440486842
1184,Kern County,17.6690191290235,Rooftop,Urban,Rooftop - Urban,2.89576994113103,50th to 75th,Unknown,301337,4.02047720243271,25th to 50th,Renfro,304036,3.06989607942331,25th to 50th,7th Standard,305631,Outside,71504.2643585205,1123.97071808032
1185,Kern County,15.5140637480935,Rooftop,Urban,Rooftop - Urban,1.60357911217084,25th to 50th,Kern Oil,303990,4.75917814455059,25th to 50th,Bakersfield,303106,1.60357911217084,0 to 25th,Kern Oil,303990,Within,62783.0491390228,1104.90228301998
1186,Kern County,1.32887707820361,Ground,Rural,Ground - Rural,2.45361216753734,25th to 50th,Rio Bravo,308428,8.91254016103892,50th to 75th,Renfro,304036,2.45361216753734,0 to 25th,Rio Bravo,308428,Outside,5377.79601478577,294.16615969559
1187,Kern County,6.90762673276314,Ground,Rural,Ground - Rural,3.57001816238649,50th to 75th,Ganso,302966,15.3014933572951,75th to 100th,Renfro,304036,3.62289703845753,25th to 50th,Midway,300895,Outside,27954.2835674286,669.399693050847
1188,Kern County,132.762945224471,Ground,Urban,Ground - Urban,0.391956615140591,0 to 25th,Unknown,301337,4.45679325066682,25th to 50th,Renfro,304036,0.499094734732805,0 to 25th,7th Standard,305631,Outside,537269.10074234,3536.59109695376
1189,Kern County,0.550739877256566,Ground,Rural,Ground - Rural,1.19695428193552,0 to 25th,Rio Bravo,308428,7.20645690931812,50th to 75th,Renfro,304036,1.19695428193552,0 to 25th,Rio Bravo,308428,Within,2228.77412414551,190.94174389926
1190,Kern County,3.25441748188608,Ground,Rural,Ground - Rural,4.33014470176597,50th to 75th,Ganso,302966,13.5458111732334,75th to 100th,Renfro,304036,5.16449697738495,50th to 75th,Shafter,304894,Outside,13170.2128705978,465.325800945646
1191,Kern County,8.30859910314597,Ground,Rural,Ground - Rural,4.18751276024828,50th to 75th,Ganso,302966,13.6138500665044,75th to 100th,Renfro,304036,5.21557991138257,50th to 75th,Shafter,304894,Outside,33623.835644722,793.019533316438
1192,Kern County,10.1069835180174,Ground,Rural,Ground - Rural,2.97076365722812,50th to 75th,Shafter,304894,10.1235995841109,50th to 75th,Renfro,304036,2.97076365722812,25th to 50th,Shafter,304894,Outside,40901.5384693146,1322.09092046141
1193,Kern County,6.97400529663286,Ground,Rural,Ground - Rural,2.91657902719729,50th to 75th,Ganso,302966,14.934452545385,75th to 100th,Renfro,304036,5.21290603782525,50th to 75th,Midway,300895,Outside,28222.9157142639,732.873186196573
1194,Kern County,1.75878013869569,Ground,Rural,Ground - Rural,4.77646161453088,50th to 75th,Ganso,302966,21.3521855490383,75th to 100th,Renfro,304036,6.43924201553853,50th to 75th,Midway,300895,Outside,7117.56070041656,343.203435322139
1195,Kern County,1.64346112902613,Ground,Rural,Ground - Rural,3.4028537968049,50th to 75th,Shafter,304894,12.5628925760737,75th to 100th,Renfro,304036,3.4028537968049,25th to 50th,Shafter,304894,Outside,6650.87791252136,335.59340034212
1196,Kern County,7.60331431676041,Ground,Rural,Ground - Rural,1.52280453787057,25th to 50th,Ganso,302966,16.554905458511,75th to 100th,Renfro,304036,5.31880220553532,50th to 75th,Midway,300895,Outside,30769.6427688599,716.792510503947
1197,Kern County,5.07155346470449,Ground,Rural,Ground - Rural,2.56049415157461,25th to 50th,Shafter,304894,11.9766840943676,50th to 75th,Renfro,304036,2.56049415157461,0 to 25th,Shafter,304894,Outside,20523.9309558868,635.819979921641
1198,Kern County,6.18624355578647,Ground,Rural,Ground - Rural,1.15553993770936,0 to 25th,Ganso,302966,17.7957882164242,75th to 100th,Renfro,304036,5.48673263157264,50th to 75th,Midway,300895,Outside,25034.939119339,748.549897390271
1199,Kern County,2.02537158120789,Ground,Rural,Ground - Rural,1.89985332381081,25th to 50th,Shafter,304894,10.822689178469,50th to 75th,Renfro,304036,1.89985332381081,0 to 25th,Shafter,304894,Outside,8196.42071723938,365.310744465119
1200,Kern County,7.58350856235133,Ground,Rural,Ground - Rural,3.38217027524874,50th to 75th,Shafter,304894,13.3643787908955,75th to 100th,Renfro,304036,3.38217027524874,25th to 50th,Shafter,304894,Outside,30689.4958534241,712.326298757281
1201,Kern County,10.7300479907646,Ground,Rural,Ground - Rural,0.645929260558937,0 to 25th,Ganso,302966,18.2087788582547,75th to 100th,Renfro,304036,6.29849005950179,50th to 75th,Midway,300895,Outside,43423.1364450455,833.739787854951
1202,Kern County,3.79794639253046,Ground,Rural,Ground - Rural,2.20947365397733,25th to 50th,Shafter,304894,12.9481868518349,75th to 100th,Renfro,304036,2.20947365397733,0 to 25th,Shafter,304894,Outside,15369.8055772781,580.075601308815
1203,Kern County,2.42983027272617,Ground,Rural,Ground - Rural,1.24834400870988,0 to 25th,Shafter,304894,11.8178525519373,50th to 75th,Renfro,304036,1.24834400870988,0 to 25th,Shafter,304894,Outside,9833.21356582642,397.571210041826
1204,Kern County,2.65643015498579,Ground,Rural,Ground - Rural,2.83681350351732,50th to 75th,Belridge 1A,303489,25.2273330745714,75th to 100th,Arco,306367,7.48397453049571,50th to 75th,Goose Lake,309604,Outside,10750.2337875366,523.678948418077
1205,Kern County,4.51993597641854,Ground,Urban,Ground - Urban,1.79290285264271,25th to 50th,Lerdo,300679,7.6780093007997,50th to 75th,Renfro,304036,1.79290285264271,0 to 25th,Lerdo,300679,Within,18291.6052951813,559.338645987037
1206,Kern County,3.35967351913743,Ground,Urban,Ground - Urban,1.73372214042467,25th to 50th,Lerdo,300679,7.67900025747671,50th to 75th,Renfro,304036,1.73372214042467,0 to 25th,Lerdo,300679,Within,13596.1699695587,493.352189670605
1207,Kern County,15.0660410153943,Ground,Rural,Ground - Rural,2.20323452711232,25th to 50th,Lerdo,300679,8.2445008852405,50th to 75th,Renfro,304036,2.20323452711232,0 to 25th,Lerdo,300679,Outside,60970.3429698944,1019.23149593857
1208,Kern County,12.2058015698915,Ground,Rural,Ground - Rural,1.9838613459405,25th to 50th,Lerdo,300679,8.31496926039909,50th to 75th,Renfro,304036,1.9838613459405,0 to 25th,Lerdo,300679,Outside,49395.0397052765,1083.47952072629
1209,Kern County,9.29670287323656,Ground,Urban,Ground - Urban,3.21380744133998,50th to 75th,Lerdo,300679,8.39969648449156,50th to 75th,Renfro,304036,3.21380744133998,25th to 50th,Lerdo,300679,Outside,37622.6470279694,856.215619030387
1210,Kern County,9.63822326700151,Ground,Rural,Ground - Rural,4.25287666917971,50th to 75th,Belridge 1A,303489,24.9113436316111,75th to 100th,Renfro,304036,6.58986632441526,50th to 75th,Goose Lake,309604,Outside,39004.6064567566,839.306075387629
1211,Kern County,6.16789761377175,Ground,Rural,Ground - Rural,2.0669580702156,25th to 50th,Lerdo,300679,8.69292316282605,50th to 75th,Renfro,304036,2.0669580702156,0 to 25th,Lerdo,300679,Outside,24960.6959915161,633.300627382608
1212,Kern County,0.698350574171286,Ground,Rural,Ground - Rural,3.61806689897726,50th to 75th,Shafter,304894,15.0930713884811,75th to 100th,Renfro,304036,3.61806689897726,25th to 50th,Shafter,304894,Outside,2826.13576126099,261.383635319929
1213,Kern County,7.3003446656672,Ground,Rural,Ground - Rural,2.0588635981785,25th to 50th,Mt. Poso,301564,9.24579858464648,50th to 75th,Kern Power,306334,3.47442099077449,25th to 50th,Lerdo,300679,Within,29543.5646648407,705.763508388319
1214,Kern County,40.8839246107927,Ground,Rural,Ground - Rural,1.82330405643007,25th to 50th,Mt. Poso,301564,9.3560146168014,50th to 75th,Kern Power,306334,3.14885959984022,25th to 50th,Lerdo,300679,Within,165452.429603577,1888.1571921438
1215,Kern County,8.04417845236292,Ground,Rural,Ground - Rural,3.59892625926824,50th to 75th,Ganso,302966,15.5493625526605,75th to 100th,Renfro,304036,3.90866432200895,25th to 50th,Shafter,304894,Outside,32553.7614984512,806.909106646517
1216,Kern County,4.76915552995557,Ground,Rural,Ground - Rural,0.947963749736556,0 to 25th,Shafter,304894,12.09021586319,75th to 100th,Renfro,304036,0.947963749736556,0 to 25th,Shafter,304894,Outside,19300.1674785614,649.338149373317
1217,Kern County,5.26555770999958,Ground,Rural,Ground - Rural,2.39575122047928,25th to 50th,Shafter,304894,14.3835286164092,75th to 100th,Renfro,304036,2.39575122047928,0 to 25th,Shafter,304894,Outside,21309.0454931259,708.169910277637
1218,Kern County,40.8993689504633,Ground,Rural,Ground - Rural,1.37761287805679,25th to 50th,Mt. Poso,301564,9.88675417704475,50th to 75th,Kern Power,306334,3.37914544549997,25th to 50th,Lerdo,300679,Within,165514.658363342,2002.41669093033
1219,Kern County,0.707931407292417,Ground,Rural,Ground - Rural,2.21733889084155,25th to 50th,Lerdo,300679,9.75302891925857,50th to 75th,Renfro,304036,2.21733889084155,0 to 25th,Lerdo,300679,Outside,2864.908203125,215.971690398785
1220,Kern County,2.70769108819468,Ground,Rural,Ground - Rural,1.49287095932146,25th to 50th,Unknown,301500,9.86155376757443,50th to 75th,Renfro,304036,2.1596330810751,0 to 25th,Lerdo,300679,Outside,10957.6710300446,448.515230215205
1221,Kern County,2.72633985596608,Ground,Rural,Ground - Rural,2.2777471024799,25th to 50th,Ganso,302966,18.017632169993,75th to 100th,Renfro,304036,4.71192396645334,25th to 50th,Semitropic,304816,Outside,11033.1506786346,468.287508739378
1222,Kern County,1.70686080521084,Ground,Rural,Ground - Rural,2.69712567706503,25th to 50th,Shafter,304894,14.9302922187799,75th to 100th,Renfro,304036,2.69712567706503,25th to 50th,Shafter,304894,Outside,6907.44830226898,344.257429618353
1223,Kern County,1.7866033175719,Ground,Rural,Ground - Rural,3.56681630621803,50th to 75th,Shafter,304894,15.8285048840262,75th to 100th,Renfro,304036,3.56681630621803,25th to 50th,Shafter,304894,Outside,7230.15581893921,340.887316170049
1224,Kern County,3.6679606319961,Ground,Rural,Ground - Rural,1.54186158185387,25th to 50th,Unknown,301697,11.003199880083,50th to 75th,Renfro,304036,3.21147423182334,25th to 50th,Lerdo,300679,Outside,14843.7685317993,505.734231187537
1225,Kern County,0.891621037035873,Ground,Rural,Ground - Rural,1.123085454732,0 to 25th,Unknown,301697,11.1176422838368,50th to 75th,Renfro,304036,3.32855656856921,25th to 50th,Lerdo,300679,Outside,3608.27688026428,269.59403609176
1226,Kern County,4.44434036728158,Ground,Rural,Ground - Rural,3.41956021105675,50th to 75th,North Generator,310300,21.5902225617529,75th to 100th,Renfro,304036,4.66084893816156,25th to 50th,Semitropic,304816,Outside,17985.6834659576,561.047177042671
1227,Kern County,1.91015985999329,Ground,Rural,Ground - Rural,2.54450310774036,25th to 50th,Shafter,304894,14.0937507699969,75th to 100th,Renfro,304036,2.54450310774036,0 to 25th,Shafter,304894,Outside,7730.17327308655,375.217551317778
1228,Kern County,7.21895477417787,Ground,Rural,Ground - Rural,4.05223155077985,50th to 75th,Shafter,304894,12.4963767085691,75th to 100th,Renfro,304036,4.05223155077985,25th to 50th,Shafter,304894,Outside,29214.1911792755,692.214700879724
1229,Kern County,6.48215307889031,Ground,Rural,Ground - Rural,3.15560540798872,50th to 75th,Wasco Prison,307829,17.7637115106775,75th to 100th,Renfro,304036,3.57356760088291,25th to 50th,Semitropic,304816,Outside,26232.4457216263,715.111182441191
1230,Kern County,0.864586433743375,Ground,Rural,Ground - Rural,0.386414993475556,0 to 25th,Unknown,301697,11.8388268429225,50th to 75th,Renfro,304036,4.25755957661025,25th to 50th,Lerdo,300679,Outside,3498.8701171875,243.311577782158
1231,Kern County,3.91891162742904,Ground,Rural,Ground - Rural,3.05983882112642,50th to 75th,Semitropic,304816,19.8540661667087,75th to 100th,Renfro,304036,3.05983882112642,25th to 50th,Semitropic,304816,Outside,15859.3360881805,508.89119668109
1232,Kern County,5.68806636286384,Ground,Rural,Ground - Rural,3.55840834231284,50th to 75th,Semitropic,304816,21.5599163667074,75th to 100th,Renfro,304036,3.55840834231284,25th to 50th,Semitropic,304816,Outside,23018.8844327927,815.165032552497
1233,Kern County,6.95543417994725,Ground,Rural,Ground - Rural,2.64845037120473,25th to 50th,Wasco,308820,14.6531998589712,75th to 100th,Renfro,304036,3.49382041602621,25th to 50th,Shafter,304894,Outside,28147.757809639,731.878409004332
1234,Kern County,1.58166064583773,Ground,Rural,Ground - Rural,1.28514733861004,0 to 25th,North Generator,310300,23.7787957619943,75th to 100th,Renfro,304036,3.85947462186971,25th to 50th,Goose Lake,309604,Outside,6400.76724052429,456.718233144984
1235,Kern County,0.797410743320576,Ground,Rural,Ground - Rural,2.55220802448912,25th to 50th,Wasco,308820,15.7656711261382,75th to 100th,Renfro,304036,3.79053932915363,25th to 50th,Shafter,304894,Within,3227.01969432831,276.815814734141
1236,Kern County,4.71828712579586,Ground,Rural,Ground - Rural,3.15236608636184,50th to 75th,Semitropic,304816,21.3668941098319,75th to 100th,Renfro,304036,3.15236608636184,25th to 50th,Semitropic,304816,Outside,19094.2944812775,718.111712691667
1237,Kern County,6.54817536038265,Ground,Urban,Ground - Urban,17.520210324409,75th to 100th,Searles,307034,31.5711377938698,75th to 100th,Barren Ridge,304172,9.40704883267639,75th to 100th,Inyokern,300959,Outside,26499.5955581665,649.255028216361
1238,Kern County,2.70564027974096,Rooftop,Rural,Rooftop - Rural,2.24344637778425,25th to 50th,Semitropic,304816,19.6883917104254,75th to 100th,Renfro,304036,2.24344637778425,0 to 25th,Semitropic,304816,Outside,10949.381696701,520.794987892089
1239,Kern County,2.32821000352941,Ground,Rural,Ground - Rural,2.21441895231285,25th to 50th,Semitropic,304816,19.7798101997043,75th to 100th,Renfro,304036,2.21441895231285,0 to 25th,Semitropic,304816,Outside,9421.96947956085,397.138758937875
1240,Kern County,0.686981310095815,Rooftop,Rural,Rooftop - Rural,2.2100866192312,25th to 50th,Semitropic,304816,19.7621447511503,75th to 100th,Renfro,304036,2.2100866192312,0 to 25th,Semitropic,304816,Outside,2780.12597751617,219.482437939415
1241,Kern County,1.06686281324085,Ground,Rural,Ground - Rural,2.44254675024133,25th to 50th,North Generator,310300,22.853516689019,75th to 100th,Renfro,304036,4.04253319417715,25th to 50th,Semitropic,304816,Outside,4317.4574174881,256.310604829521
1242,Kern County,2.05749796526946,Ground,Rural,Ground - Rural,2.6052651997207,25th to 50th,Unknown,306158,22.043861022724,75th to 100th,Renfro,304036,2.62420673444167,0 to 25th,Semitropic,304816,Outside,8326.43219470978,373.51824807515
1243,Kern County,3.62480458427689,Ground,Rural,Ground - Rural,1.4587857214344,25th to 50th,Semitropic,304816,20.6661219274116,75th to 100th,Renfro,304036,1.4587857214344,0 to 25th,Semitropic,304816,Outside,14669.1224374771,486.645147386092
